pdb_id,designed_chain,beta,mean_scaled_hydropathy,mean_net_charge,signed_net_charge,n_residues,uversky_boundary,distance_from_boundary,predicted_disordered
1I8L,A,0.0,0.4788386376326076,0.06532663316582915,-13,199,0.18256560580681214,-0.11723897264098299,False
1I8L,A,1.5,0.4011166945840313,0.3969849246231156,79,199,-0.03389000558347277,0.43087493020658835,True
1I8L,A,3.0,0.27861529871580126,0.6582914572864321,131,199,-0.3750563930764935,1.0333478503629256,True
3TFY,A,-3.0,0.32007168458781365,0.6516129032258065,-101,155,-0.25960035842293894,0.9112132616487454,True
3TFY,A,-1.5,0.43620071684587813,0.4129032258064516,-64,155,0.06381899641577071,0.3490842293906809,True
3TFY,A,0.0,0.48523297491039424,0.0,0,155,0.20037383512544804,-0.20037383512544804,False
3TFY,A,1.5,0.4270250896057348,0.4064516129032258,63,155,0.038264874551971584,0.3681867383512542,True
3TFY,A,3.0,0.30164874551971327,0.5935483870967742,92,155,-0.3109082437275985,0.9044566308243727,True
1TO9,A,-3.0,0.20044444444444448,0.8444444444444444,-190,225,-0.5927622222222221,1.4372066666666665,True
1TO9,A,-1.5,0.38637037037037036,0.4666666666666667,-105,225,-0.07495851851851842,0.5416251851851851,True
1TO9,A,0.0,0.5066172839506173,0.057777777777777775,-13,225,0.25992913580246935,-0.20215135802469159,False
1TO9,A,1.5,0.3564938271604939,0.43555555555555553,98,225,-0.15816469135802447,0.59372024691358,True
1TO9,A,3.0,0.15698765432098766,0.8,180,225,-0.7137893827160493,1.5137893827160493,True
1QBK,C,-3.0,0.26666666666666666,0.7473684210526316,-142,190,-0.4083333333333333,1.155701754385965,True
1QBK,C,-1.5,0.38637426900584804,0.4631578947368421,-88,190,-0.07494766081871318,0.5381055555555553,True
1QBK,C,0.0,0.49093567251461995,0.010526315789473684,-2,190,0.21625584795321662,-0.20572953216374293,False
1QBK,C,1.5,0.36438596491228076,0.43157894736842106,82,190,-0.13618508771929805,0.5677640350877191,True
1QBK,C,3.0,0.25485380116959067,0.6684210526315789,127,190,-0.44123216374269003,1.109653216374269,True
