pdb_id,designed_chain,fixed_chain,beta,replicate,net_charge_reported,n_residues_interface,n_residues_surface,n_residues_core,n_residues_total,charge_interface_simple,charge_surface_simple,charge_core_simple,charge_total_simple,charge_interface_ph7.4_emboss,charge_surface_ph7.4_emboss,charge_core_ph7.4_emboss,charge_total_ph7.4_emboss,charge_shift_interface_simple,charge_shift_surface_simple,charge_shift_core_simple,charge_shift_total_simple,charge_density_interface_simple,charge_density_surface_simple,charge_density_core_simple,native_charge_total_simple,n_mutations_from_native
1BWU,D,A,3.0,0,73.0,26,33,50,109,18,29,26,73,17.93165315453338,28.99079951956548,25.84325823146304,72.76571090556189,18,33,28,79,0.6923076923076923,0.8787878787878788,0.52,-6,81
1KJ1,A,D,-3.0,0,-78.0,28,32,49,109,-18,-29,-31,-78,-18.05582148152387,-28.9889842101369,-30.990528052085555,-78.03533374374632,-16,-29,-28,-73,-0.6428571428571429,-0.90625,-0.6326530612244898,-5,77
1KJ1,A,D,-1.5,0,-45.0,28,32,49,109,-9,-22,-14,-45,-9.059097680616896,-21.992633968771486,-14.002245708903809,-45.05397735829219,-7,-22,-11,-40,-0.32142857142857145,-0.6875,-0.2857142857142857,-5,62
1KJ1,A,D,0.0,0,-6.0,28,32,49,109,-3,-2,-1,-6,-2.9474336289950043,-1.99877176402667,-1.1521134953664385,-6.098318888388112,-1,-2,2,-1,-0.10714285714285714,-0.0625,-0.02040816326530612,-5,51
1KJ1,A,D,1.5,0,29.0,28,32,49,109,4,16,9,29,3.9398938211621757,15.999092897441862,8.847087715857777,28.786074434461813,6,16,12,34,0.14285714285714285,0.5,0.1836734693877551,-5,52
1KJ1,A,D,3.0,0,59.0,28,32,49,109,16,26,17,59,15.934789085172309,25.989653332648075,16.845238486516102,58.769680904336475,18,26,20,64,0.5714285714285714,0.8125,0.3469387755102041,-5,68
1I7S,B,A,-3.0,0,-108.0,27,60,105,192,-23,-53,-32,-108,-22.992687457720223,-53.03796070173331,-31.653101339594915,-107.68374949904847,-24,-48,-31,-103,-0.8518518518518519,-0.8833333333333333,-0.3047619047619048,-5,127
1I7S,B,A,-1.5,0,-74.0,27,60,105,192,-17,-44,-13,-74,-16.880777165557156,-44.04025142679243,-12.736349888396838,-73.65737848074643,-18,-39,-12,-69,-0.6296296296296297,-0.7333333333333333,-0.12380952380952381,-5,105
1I7S,B,A,0.0,0,-11.0,27,60,105,192,-5,-4,-2,-11,-4.889045758552516,-4.059710655209097,-1.740709780778166,-10.689466194539776,-6,1,-1,-6,-0.18518518518518517,-0.06666666666666667,-0.01904761904761905,-5,100
1I7S,B,A,1.5,0,57.0,27,60,105,192,15,35,7,57,15.106893472696564,34.925566120918,7.369371490499963,57.40183108411452,14,40,8,62,0.5555555555555556,0.5833333333333334,0.06666666666666667,-5,109
1I7S,B,A,3.0,0,95.0,27,60,105,192,21,51,23,95,20.992771831399295,50.922852168292366,23.47625594856307,95.39187994825473,20,56,24,100,0.7777777777777778,0.85,0.21904761904761905,-5,121
1I7Q,B,A,-3.0,0,-111.0,24,60,108,192,-18,-54,-39,-111,-17.993016041030376,-54.977596000274474,-37.86176669543724,-110.8323787367421,-21,-47,-38,-106,-0.75,-0.9,-0.3611111111111111,-5,120
1I7Q,B,A,-1.5,0,-54.0,24,60,108,192,-9,-35,-10,-54,-8.886406327348023,-35.98261644252632,-8.76047372257067,-53.62949649244502,-12,-28,-9,-49,-0.375,-0.5833333333333334,-0.09259259259259259,-5,90
1I7Q,B,A,0.0,0,-18.0,24,60,108,192,-4,-15,1,-18,-3.8882535956560313,-15.992961112483158,2.2377536545968013,-17.64346105354239,-7,-8,2,-13,-0.16666666666666666,-0.25,0.009259259259259259,-5,85
1I7Q,B,A,1.5,0,36.0,24,60,108,192,2,34,0,36,2.1109179562772016,32.989912964405974,1.232567741353974,36.333398662037155,-1,41,1,41,0.08333333333333333,0.5666666666666667,0.0,-5,96
1I7Q,B,A,3.0,0,80.0,24,60,108,192,13,48,19,80,13.109721218757112,46.98725575133311,20.119286415592985,80.21626338568322,10,55,20,85,0.5416666666666666,0.8,0.17592592592592593,-5,110
1X27,B,D,-3.0,0,-122.0,20,66,78,164,-17,-60,-45,-122,-16.992962552081636,-60.03431094309873,-44.99041285507225,-122.01768635025265,-16,-61,-42,-119,-0.85,-0.9090909090909091,-0.5769230769230769,-3,117
1X27,B,D,-1.5,0,-66.0,20,66,78,164,-7,-47,-12,-66,-6.996431502767101,-46.926604834689805,-11.783988066010721,-65.70702440346763,-6,-48,-9,-63,-0.35,-0.7121212121212122,-0.15384615384615385,-3,87
1X27,B,D,0.0,0,-8.0,20,66,78,164,0,-12,4,-8,0.0011093621083169136,-11.941547144757994,4.214732294155217,-7.7257054884944605,1,-13,7,-5,0.0,-0.18181818181818182,0.05128205128205128,-3,84
1X27,B,D,1.5,0,50.0,20,66,78,164,7,37,6,50,7.000252582043613,36.93612164520138,6.101792347244482,50.03816657448948,8,36,9,53,0.35,0.5606060606060606,0.07692307692307693,-3,84
1X27,B,D,3.0,0,100.0,20,66,78,164,16,56,28,100,15.999092897441862,55.93139257374727,27.990642416602874,99.92112788779201,17,55,31,103,0.8,0.8484848484848485,0.358974358974359,-3,107
3UA7,A,B,-3.0,0,-43.0,12,27,24,63,-9,-24,-10,-43,-9.996811577243786,-23.049361367108265,-9.99989725849924,-43.046070202851276,-7,-21,-8,-36,-0.75,-0.8888888888888888,-0.4166666666666667,-7,42
3UA7,A,B,-1.5,0,-19.0,12,27,24,63,-5,-12,-2,-19,-5.997706471687938,-11.053585949594176,-2.076444885912209,-19.127737307194327,-3,-9,0,-12,-0.4166666666666667,-0.4444444444444444,-0.08333333333333333,-7,32
3UA7,A,B,0.0,0,1.0,12,27,24,63,0,2,-1,1,-0.9998415357956377,3.052963099668241,-1.004856562184616,1.0482650016879878,2,5,1,8,0.0,0.07407407407407407,-0.041666666666666664,-7,33
3UA7,A,B,1.5,0,13.0,12,27,24,63,1,12,0,13,6.870003843517658e-05,12.93696186759406,-0.0767689569290908,12.860261610703402,3,15,2,20,0.08333333333333333,0.4444444444444444,0.0,-7,31
3UA7,A,B,3.0,0,37.0,12,27,24,63,7,21,9,37,5.999322850619492,21.9350221719422,8.921188359992543,36.855533382554235,9,24,11,44,0.5833333333333334,0.7777777777777778,0.375,-7,42
1SG1,X,A,-3.0,0,-114.0,16,89,55,160,-12,-79,-23,-114,-11.995282424562523,-79.46484002557322,-24.321800471297557,-115.78192292143332,-8,-64,-18,-90,-0.75,-0.8876404494382022,-0.41818181818181815,-24,97
1SG1,X,A,-1.5,0,-94.0,16,89,55,160,-10,-66,-18,-94,-9.995729871784599,-66.54799828838694,-19.401136053117916,-95.94486421328945,-6,-51,-13,-70,-0.625,-0.7415730337078652,-0.32727272727272727,-24,90
1SG1,X,A,0.0,0,-6.0,16,89,55,160,1,-4,-3,-6,1.000095044207257,-4.575748879468393,-4.3686352304557285,-7.944289065716865,5,11,2,18,0.0625,-0.0449438202247191,-0.05454545454545454,-24,89
1SG1,X,A,1.5,0,88.0,16,89,55,160,8,73,7,88,7.997904605674044,72.39582309734877,5.591475641398109,85.98520334442091,12,88,12,112,0.5,0.8202247191011236,0.12727272727272726,-24,105
1SG1,X,A,3.0,0,105.0,16,89,55,160,10,77,18,105,9.997580534657164,76.47293019186029,16.80942089566369,103.27993162218112,14,92,23,129,0.625,0.8651685393258427,0.32727272727272727,-24,111
3BUK,C,B,-3.0,0,-124.0,22,80,57,159,-22,-74,-28,-124,-21.990273062854392,-74.25060621935035,-29.246632276191832,-125.48751155839653,-18,-58,-25,-101,-1.0,-0.925,-0.49122807017543857,-23,101
3BUK,C,B,-1.5,0,-87.0,22,80,57,159,-9,-59,-19,-87,-8.995861191209045,-59.40252324854993,-20.400819925320285,-88.79920436507926,-5,-43,-16,-64,-0.4090909090909091,-0.7375,-0.3333333333333333,-23,90
3BUK,C,B,0.0,0,-2.0,22,80,57,159,-1,5,-6,-2,-0.9991908792508085,4.605844988694554,-7.405627264923691,-3.798973155479946,3,21,-3,21,-0.045454545454545456,0.0625,-0.10526315789473684,-23,84
3BUK,C,B,1.5,0,81.0,22,80,57,159,11,60,10,81,10.997490770491236,59.55051157641019,8.515482960926997,79.06348530782842,15,76,13,104,0.5,0.75,0.17543859649122806,-23,103
3BUK,C,B,3.0,0,119.0,22,80,57,159,21,74,24,119,20.995543131620128,73.61969786668266,22.59376316291207,117.20900416121484,25,90,27,142,0.9545454545454546,0.925,0.42105263157894735,-23,120
1BOU,B,A,-3.0,0,-181.0,32,86,180,298,-27,-78,-76,-181,-26.989246848985793,-78.96760642427998,-74.88969344170236,-180.84654671496816,-24,-66,-75,-165,-0.84375,-0.9069767441860465,-0.4222222222222222,-16,195
1BOU,B,A,-1.5,0,-75.0,32,86,180,298,-13,-48,-14,-75,-12.996094976237693,-48.97721312254484,-12.434600274961852,-74.40790837374439,-10,-36,-13,-59,-0.40625,-0.5581395348837209,-0.07777777777777778,-16,149
1BOU,B,A,0.0,0,-12.0,32,86,180,298,0,-14,2,-12,-0.0002041257376654837,-14.991121797347496,3.6764698913230696,-11.31485603176209,3,-2,3,4,0.0,-0.16279069767441862,0.011111111111111112,-16,135
1BOU,B,A,1.5,0,58.0,32,86,180,298,6,47,5,58,5.995909107876189,45.98455659591528,6.666694519250487,58.647160223041965,9,59,6,74,0.1875,0.5465116279069767,0.027777777777777776,-16,156
1BOU,B,A,3.0,0,150.0,32,86,180,298,19,73,58,150,18.995517756513166,71.98358838267181,58.84404038677132,149.8231465259563,22,85,59,166,0.59375,0.8488372093023255,0.32222222222222224,-16,188
1B4U,B,A,-3.0,0,-193.0,33,87,178,298,-27,-77,-89,-193,-26.991792563276075,-77.96718331858489,-87.84355779670436,-192.80253367856528,-24,-65,-88,-177,-0.8181818181818182,-0.8850574712643678,-0.5,-16,203
1B4U,B,A,-1.5,0,-68.0,33,87,178,298,-8,-45,-15,-68,-8.000406137889305,-45.97736032840779,-13.951787890574046,-67.92955435687115,-5,-33,-14,-52,-0.24242424242424243,-0.5172413793103449,-0.08426966292134831,-16,160
1B4U,B,A,0.0,0,-13.0,33,87,178,298,-2,-10,-1,-13,-1.8909385725900099,-10.992960344735103,0.44220754546751984,-12.441691371857592,1,2,0,3,-0.06060606060606061,-0.11494252873563218,-0.0056179775280898875,-16,152
1B4U,B,A,1.5,0,55.0,33,87,178,298,7,40,8,55,6.995571813598726,38.98717759937476,9.221214091277808,55.2039635042513,10,52,9,71,0.21212121212121213,0.45977011494252873,0.0449438202247191,-16,157
1B4U,B,A,3.0,0,155.0,33,87,178,298,22,71,62,155,21.994713915805306,69.97814419175958,62.88340684413001,154.85626495169487,25,83,63,171,0.6666666666666666,0.8160919540229885,0.34831460674157305,-16,183
1GO4,A,G,-3.0,0,-133.0,26,68,102,196,-21,-64,-48,-133,-20.993874138435032,-64.03064392305683,-48.05976708001392,-133.0842851415058,-17,-60,-49,-126,-0.8076923076923077,-0.9411764705882353,-0.47058823529411764,-7,142
1GO4,A,G,-1.5,0,-81.0,26,68,102,196,-16,-49,-16,-81,-15.995085160676812,-49.03762336973317,-16.07064283948528,-81.10335136989526,-12,-45,-17,-74,-0.6153846153846154,-0.7205882352941176,-0.1568627450980392,-7,125
1GO4,A,G,0.0,0,-6.0,26,68,102,196,-1,-5,0,-6,-1.0034181427311415,-5.059392194308019,-0.00330270974519975,-6.066113046784361,3,-1,-1,1,-0.038461538461538464,-0.07352941176470588,0.0,-7,119
1GO4,A,G,1.5,0,77.0,26,68,102,196,11,52,14,77,10.99291298947286,51.918122897227015,13.991740309719777,76.90277619641967,15,56,13,84,0.4230769230769231,0.7647058823529411,0.13725490196078433,-7,131
1GO4,A,G,3.0,0,119.0,26,68,102,196,20,62,37,119,19.993949791193703,61.91769472105491,36.91316583935243,118.82481035160103,24,66,36,126,0.7692307692307693,0.9117647058823529,0.3627450980392157,-7,142
3R2D,B,K,-3.0,0,-97.0,15,54,69,138,-13,-51,-33,-97,-12.994411871645339,-51.03604724303829,-32.98985419355599,-97.02031330823965,-13,-58,-30,-101,-0.8666666666666667,-0.9444444444444444,-0.4782608695652174,4,97
3R2D,B,K,-1.5,0,-75.0,15,54,69,138,-9,-49,-17,-75,-9.000028577923684,-48.92611578453342,-16.998073809895896,-74.92421817235302,-9,-56,-14,-79,-0.6,-0.9074074074074074,-0.2463768115942029,4,81
3R2D,B,K,0.0,0,-9.0,15,54,69,138,0,-5,-4,-9,-0.0028732162331396305,-4.943327700856681,-4.076160521038494,-9.022361438128314,0,-12,-1,-13,0.0,-0.09259259259259259,-0.057971014492753624,4,78
3R2D,B,K,1.5,0,55.0,15,54,69,138,4,41,10,55,3.995308625157939,41.03667730282264,9.919395102455582,54.95138103043615,4,34,13,51,0.26666666666666666,0.7592592592592593,0.14492753623188406,4,80
3R2D,B,K,3.0,0,87.0,15,54,69,138,11,50,26,87,10.996792580387808,50.03350586471456,25.841615686271897,86.87191413137428,11,43,29,83,0.7333333333333333,0.9259259259259259,0.37681159420289856,4,91
3R2C,A,J,-3.0,0,-100.0,16,52,70,138,-13,-51,-36,-100,-12.99584873569652,-51.037156093277396,-35.98636009587282,-100.01936492484674,-11,-59,-34,-104,-0.8125,-0.9807692307692307,-0.5142857142857142,4,95
3R2C,A,J,-1.5,0,-77.0,16,52,70,138,-9,-50,-18,-77,-8.999658961177317,-50.035624137343184,-17.883396198029867,-76.91867929655037,-7,-58,-16,-81,-0.5625,-0.9615384615384616,-0.2571428571428571,4,77
3R2C,A,J,0.0,0,-5.0,16,52,70,138,0,-3,-2,-5,0.10693087559556436,-3.0556103107782504,-1.892067252062808,-4.840746687245494,2,-11,0,-9,0.0,-0.057692307692307696,-0.02857142857142857,4,75
3R2C,A,J,1.5,0,63.0,16,52,70,138,7,48,8,63,6.991630496802735,47.92170598137496,8.100154712824722,63.01349119100242,9,40,10,59,0.4375,0.9230769230769231,0.11428571428571428,4,75
3R2C,A,J,3.0,0,89.0,16,52,70,138,9,50,30,89,8.993215894009907,49.92091008388635,29.99153032585087,88.90565630374712,11,42,32,85,0.5625,0.9615384615384616,0.42857142857142855,4,82
1P27,A,C,-3.0,0,-123.0,13,62,69,144,-12,-60,-51,-123,-11.994727999442969,-60.03611742389627,-50.98180298728156,-123.01264841062081,-13,-58,-48,-119,-0.9230769230769231,-0.967741935483871,-0.7391304347826086,-4,109
1P27,A,C,-1.5,0,-95.0,13,62,69,144,-12,-52,-31,-95,-11.995467232935706,-52.04517473890905,-30.98962383945333,-95.03026581129808,-13,-50,-28,-91,-0.9230769230769231,-0.8387096774193549,-0.4492753623188406,-4,97
1P27,A,C,0.0,0,-12.0,13,62,69,144,2,-11,-3,-12,1.9985069838221634,-11.060822926421082,-3.0034427401369523,-12.065758682735874,1,-9,0,-8,0.15384615384615385,-0.1774193548387097,-0.043478260869565216,-4,96
1P27,A,C,1.5,0,65.0,13,62,69,144,9,37,19,65,8.998368488926522,36.92099254852673,18.992439343128158,64.91180038058143,8,39,22,69,0.6923076923076923,0.5967741935483871,0.2753623188405797,-4,94
1P27,A,C,3.0,0,92.0,13,62,69,144,10,50,32,92,9.995589245486435,49.915326221899214,31.986403106041216,91.89731857342687,9,52,35,96,0.7692307692307693,0.8064516129032258,0.463768115942029,-4,96
1HL6,D,C,-3.0,0,-110.0,32,38,73,143,-31,-33,-46,-110,-30.047333280898037,-33.987561234742024,-45.98625735437207,-110.02115187001212,-27,-37,-43,-107,-0.96875,-0.868421052631579,-0.6301369863013698,-3,104
1HL6,D,C,-1.5,0,-63.0,32,38,73,143,-20,-27,-16,-63,-18.94478397603285,-27.98816434291551,-16.008654568125543,-62.9416028870739,-16,-31,-13,-60,-0.625,-0.7105263157894737,-0.2191780821917808,-3,87
1HL6,D,C,0.0,0,-5.0,32,38,73,143,-2,-7,4,-5,-0.9505138120529679,-7.996662266386642,3.988247633431474,-4.958928445008137,2,-11,7,-2,-0.0625,-0.18421052631578946,0.0547945205479452,-3,81
1HL6,D,C,1.5,0,48.0,32,38,73,143,14,20,14,48,14.935139500358009,18.99445770152191,13.983199636994375,47.9127968388743,18,16,17,51,0.4375,0.5263157894736842,0.1917808219178082,-3,94
1HL6,D,C,3.0,0,97.0,32,38,73,143,26,34,37,97,26.936932483471203,32.991698278723696,36.98983217812496,96.91846294031986,30,30,40,100,0.8125,0.8947368421052632,0.5068493150684932,-3,99
2VJF,A,B,-3.0,0,-42.0,24,21,19,64,-16,-20,-6,-42,-15.940100963880006,-20.063938449447672,-6.180083262786848,-42.18412267611453,-16,-28,-7,-51,-0.6666666666666666,-0.9523809523809523,-0.3157894736842105,9,47
2VJF,A,B,-1.5,0,-24.0,24,21,19,64,-9,-14,-1,-24,-8.943053091956148,-14.140346814216937,-1.1821153394680388,-24.26551524564113,-9,-22,-2,-33,-0.375,-0.6666666666666666,-0.05263157894736842,9,38
2VJF,A,B,0.0,0,3.0,24,21,19,64,-1,3,1,3,-0.9467516190431318,2.852432996763027,0.8150763073927894,2.7207576851126842,-1,-5,0,-6,-0.041666666666666664,0.14285714285714285,0.05263157894736842,9,32
2VJF,A,B,1.5,0,26.0,24,21,19,64,11,14,1,26,11.048245854692357,13.847356592771098,0.813085018222061,25.708687465685514,11,6,0,17,0.4583333333333333,0.6666666666666666,0.05263157894736842,9,34
2VJF,A,B,3.0,0,43.0,24,21,19,64,19,19,5,43,19.04623228131308,18.84604387267317,4.816645818161457,42.70892197214771,19,11,4,34,0.7916666666666666,0.9047619047619048,0.2631578947368421,9,41
2VJE,D,C,-3.0,0,-47.0,17,24,21,62,-15,-24,-8,-47,-15.053156903321673,-23.98890157376639,-8.107669931871559,-47.14972840895961,-16,-31,-8,-55,-0.8823529411764706,-1.0,-0.38095238095238093,8,50
2VJE,D,C,-1.5,0,-23.0,17,24,21,62,-8,-15,0,-23,-7.943738836500147,-14.992752586757653,-0.2578051154021017,-23.194296538659902,-9,-22,0,-31,-0.47058823529411764,-0.625,0.0,8,35
2VJE,D,C,0.0,0,9.0,17,24,21,62,4,4,1,9,4.049430212256817,3.9252325986112426,0.7418787568002685,8.71654156766833,3,-3,1,1,0.23529411764705882,0.16666666666666666,0.047619047619047616,8,30
2VJE,D,C,1.5,0,26.0,17,24,21,62,5,20,1,26,5.049032263512512,19.918946461947893,0.7418787568002685,25.709857482260674,4,13,1,18,0.29411764705882354,0.8333333333333334,0.047619047619047616,8,33
2VJE,D,C,3.0,0,41.0,17,24,21,62,13,22,6,41,13.048619973778907,21.918047577032777,5.741449035178956,40.70811658599063,12,15,6,33,0.7647058823529411,0.9166666666666666,0.2857142857142857,8,37
3BH6,B,A,-3.0,0,-216.0,28,115,171,314,-28,-109,-79,-216,-28.048492816832937,-108.95315990905503,-79.64353258450107,-216.64518531038905,-27,-101,-77,-205,-1.0,-0.9478260869565217,-0.4619883040935672,-11,211
3BH6,B,A,-1.5,0,-138.0,28,115,171,314,-14,-92,-32,-138,-14.051994052264616,-91.95791771245798,-32.4821028749503,-138.4920146396729,-13,-84,-30,-127,-0.5,-0.8,-0.1871345029239766,-11,180
3BH6,B,A,0.0,0,4.0,28,115,171,314,4,3,-3,4,3.9418647215542193,3.0036774960873713,-3.334244554009333,3.611297663632258,5,11,-1,15,0.14285714285714285,0.02608695652173913,-0.017543859649122806,-11,164
3BH6,B,A,1.5,0,119.0,28,115,171,314,17,79,23,119,16.94020065990258,78.9766290827339,22.73162083474557,118.64845057738205,18,87,25,130,0.6071428571428571,0.6869565217391305,0.13450292397660818,-11,183
3BH6,B,A,3.0,0,193.0,28,115,171,314,26,107,60,193,25.9343609090002,106.96053952855983,59.49977083795657,192.3946712755166,27,115,62,204,0.9285714285714286,0.9304347826086956,0.3508771929824561,-11,210
3BH7,B,A,-3.0,0,-237.0,25,116,173,314,-24,-112,-101,-237,-24.049942136396638,-111.95313556752805,-101.30436895156873,-237.30744665549344,-24,-105,-97,-226,-0.96,-0.9655172413793104,-0.5838150289017341,-11,228
3BH7,B,A,-1.5,0,-142.0,25,116,173,314,-16,-93,-33,-142,-16.052840775524043,-92.9582793859851,-33.74301515887784,-142.75413532038698,-16,-86,-29,-131,-0.64,-0.8017241379310345,-0.1907514450867052,-11,166
3BH7,B,A,0.0,0,-14.0,25,116,173,314,0,-19,5,-14,-0.058185326515448055,-18.991278184327257,4.58436340823946,-14.46510010260324,0,-12,9,-3,0.0,-0.16379310344827586,0.028901734104046242,-11,155
3BH7,B,A,1.5,0,98.0,25,116,173,314,12,73,13,98,11.936873873101087,72.97760100207151,12.474803661522063,97.38927853669463,12,80,17,109,0.48,0.6293103448275862,0.07514450867052024,-11,159
3BH7,B,A,3.0,0,191.0,25,116,173,314,20,106,65,191,19.936748601466025,105.96210749387927,64.64807625067061,190.54693234601592,20,113,69,202,0.8,0.9137931034482759,0.37572254335260113,-11,204
2Y8S,D,E,-3.0,0,-295.0,32,137,222,391,-27,-128,-140,-295,-26.991607754902887,-128.08252083314062,-140.62712251694802,-295.7012511049915,-27,-123,-141,-291,-0.84375,-0.9343065693430657,-0.6306306306306306,-4,285
2Y8S,D,E,-1.5,0,-140.0,32,137,222,391,-13,-96,-31,-140,-12.997593272456859,-95.98426913534226,-31.644849682483425,-140.62671209028252,-13,-91,-32,-136,-0.40625,-0.7007299270072993,-0.13963963963963963,-4,196
2Y8S,D,E,0.0,0,3.0,32,137,222,391,3,-5,5,3,2.994455030093464,-4.911217385524137,4.117922837752031,2.2011604823213577,3,0,4,7,0.09375,-0.0364963503649635,0.02252252252252252,-4,191
2Y8S,D,E,1.5,0,135.0,32,137,222,391,20,86,29,135,19.98762717970193,85.9452437790924,28.232543197579176,134.16541415637352,20,91,28,139,0.625,0.6277372262773723,0.13063063063063063,-4,207
2Y8S,D,E,3.0,0,219.0,32,137,222,391,26,119,74,219,25.992732115303035,118.94767006071704,73.23310864760765,218.17351082362774,26,124,73,223,0.8125,0.8686131386861314,0.3333333333333333,-4,236
2Y8T,D,E,-3.0,0,-283.0,35,143,217,395,-30,-128,-125,-283,-29.990289754763634,-129.02442194571586,-124.83931453111632,-283.85402623159575,-29,-123,-126,-278,-0.8571428571428571,-0.8951048951048951,-0.576036866359447,-5,281
2Y8T,D,E,-1.5,0,-142.0,35,143,217,395,-22,-105,-15,-142,-22.070204103230516,-106.06575856890606,-15.174738988562101,-143.3107016606987,-21,-100,-16,-137,-0.6285714285714286,-0.7342657342657343,-0.06912442396313365,-5,206
2Y8T,D,E,0.0,0,-13.0,35,143,217,395,1,-17,3,-13,0.9209659590622189,-18.1006377079567,3.034354901059538,-14.145316847834945,2,-12,2,-8,0.02857142857142857,-0.11888111888111888,0.013824884792626729,-5,198
2Y8T,D,E,1.5,0,124.0,35,143,217,395,13,84,27,124,12.994088286089347,82.87256459307315,27.29680800382405,123.16346088298656,14,89,26,129,0.37142857142857144,0.5874125874125874,0.12442396313364056,-5,203
2Y8T,D,E,3.0,0,228.0,35,143,217,395,28,122,78,228,27.992757490409993,120.74215620927299,78.13159766271681,226.86651136239982,29,127,77,233,0.8,0.8531468531468531,0.35944700460829493,-5,235
2OJE,D,A,-3.0,0,-177.0,15,91,108,214,-15,-88,-74,-177,-14.993964424423263,-88.02046953868913,-73.97629692579933,-176.99073088891174,-17,-91,-75,-183,-1.0,-0.967032967032967,-0.6851851851851852,6,170
2OJE,D,A,-1.5,0,-107.0,15,91,108,214,-7,-72,-28,-107,-6.997129692870531,-72.03279510957569,-27.99783974897069,-107.02776455141691,-9,-75,-29,-113,-0.4666666666666667,-0.7912087912087912,-0.25925925925925924,6,131
2OJE,D,A,0.0,0,-9.0,15,91,108,214,3,-11,-1,-9,3.1106219235452026,-10.946191968060168,-0.856207109837464,-8.69177715435243,1,-14,-2,-15,0.2,-0.12087912087912088,-0.009259259259259259,6,133
2OJE,D,A,1.5,0,97.0,15,91,108,214,7,71,19,97,6.997214358789867,70.90805749389732,18.903435263806205,96.8087071164934,5,68,18,91,0.4666666666666667,0.7802197802197802,0.17592592592592593,6,131
2OJE,D,A,3.0,0,146.0,15,91,108,214,11,88,47,146,10.996792580387806,87.91163811447859,46.9751987568691,145.88362945173546,9,85,46,140,0.7333333333333333,0.967032967032967,0.4351851851851852,6,142
1R5I,D,A,-3.0,0,-180.0,15,92,107,214,-14,-90,-76,-180,-13.994280552220893,-90.02223979194525,-75.97950404310663,-179.9960243872728,-18,-93,-75,-186,-0.9333333333333333,-0.9782608695652174,-0.7102803738317757,6,170
1R5I,D,A,-1.5,0,-102.0,15,92,107,214,-9,-66,-27,-102,-8.884415038177295,-66.03239240261237,-26.88471843456584,-101.80152587535548,-13,-69,-26,-108,-0.6,-0.717391304347826,-0.2523364485981308,6,135
1R5I,D,A,0.0,0,-11.0,15,92,107,214,6,-14,-3,-11,5.998310497637601,-14.053364790059788,-2.783157020986736,-10.838211313408923,2,-17,-2,-17,0.4,-0.15217391304347827,-0.028037383177570093,6,118
1R5I,D,A,1.5,0,99.0,15,92,107,214,8,72,19,99,7.9975146001489925,71.91203212901951,18.976570386373428,98.88611711554194,4,69,20,93,0.5333333333333333,0.782608695652174,0.17757009345794392,6,135
1R5I,D,A,3.0,0,151.0,15,92,107,214,13,88,50,151,12.998726721574567,87.92333828023018,49.990118921799734,150.9121839236045,9,85,51,145,0.8666666666666667,0.9565217391304348,0.4672897196261682,6,157
2H9A,A,B,-3.0,0,-229.0,38,131,214,383,-35,-119,-75,-229,-34.98542416799246,-119.00914950704285,-74.64595293105998,-228.6405266060953,-36,-112,-74,-222,-0.9210526315789473,-0.9083969465648855,-0.35046728971962615,-7,250
2H9A,A,B,-1.5,0,-138.0,38,131,214,383,-21,-84,-33,-138,-20.98999321027395,-84.02475103109668,-32.667340093279925,-137.68208433465054,-22,-77,-32,-131,-0.5526315789473685,-0.6412213740458015,-0.1542056074766355,-7,198
2H9A,A,B,0.0,0,-12.0,38,131,214,383,0,-6,-6,-12,0.11452826464746202,-6.057492810658834,-5.678521666391993,-11.621486212403365,-1,1,-5,-5,0.0,-0.04580152671755725,-0.028037383177570093,-7,184
2H9A,A,B,1.5,0,110.0,38,131,214,383,11,79,20,110,11.001125751824203,78.9155694685711,20.12781906984072,110.04451429023601,10,86,21,117,0.2894736842105263,0.6030534351145038,0.09345794392523364,-7,205
2H9A,A,B,3.0,0,214.0,38,131,214,383,30,120,64,214,29.993911620546648,119.89968376571093,64.08484694120374,213.97844232746132,29,127,65,221,0.7894736842105263,0.916030534351145,0.29906542056074764,-7,234
1XVP,B,A,-3.0,0,-194.0,26,83,137,246,-25,-79,-90,-194,-24.989879104581053,-79.0257171977192,-89.97138208647615,-193.98697838877638,-22,-77,-91,-190,-0.9615384615384616,-0.9518072289156626,-0.656934306569343,-4,201
1XVP,B,A,-1.5,0,-121.0,26,83,137,246,-23,-69,-29,-121,-22.989279133732012,-69.02832405057595,-29.067887661675606,-121.08549084598357,-20,-67,-30,-117,-0.8846153846153846,-0.8313253012048193,-0.2116788321167883,-4,171
1XVP,B,A,0.0,0,-9.0,26,83,137,246,-6,-5,2,-9,-5.995658657235099,-5.0506879944074115,2.2171517131835383,-8.829194938458972,-3,-3,1,-5,-0.23076923076923078,-0.060240963855421686,0.014598540145985401,-4,157
1XVP,B,A,1.5,0,94.0,26,83,137,246,13,59,22,94,12.998234800037206,58.9270585882483,21.98703684863514,93.91233023692065,16,61,21,98,0.5,0.7108433734939759,0.16058394160583941,-4,170
1XVP,B,A,3.0,0,196.0,26,83,137,246,26,78,92,196,25.99706343762408,77.91600760744667,91.9827652071402,195.89583625221098,29,80,91,200,1.0,0.9397590361445783,0.6715328467153284,-4,206
